node1,node2,combined_score,citation,citation_source
CDK2,POLE4,0.906,PMC9854651,pmcid
CDK2,POLE3,0.908,PMC9854651,pmcid
CDK2,WRAP53,0.908,PMC9854651,pmcid
CDK2,POT1,0.909,PMC9854651,pmcid
CDK2,DKC1,0.912,PMC9854651,pmcid
CDK2,RPA2,0.912,PMC9854651,pmcid
CDK2,TINF2,0.913,PMC9854651,pmcid
CDK2,RTEL1,0.918,PMC9854651,pmcid
CDK2,PRIM2,0.922,PMC9854651,pmcid
CDK2,TERF1,0.924,PMC9854651,pmcid
CDK2,ORC4,0.932,PMC9854651,pmcid
CDK2,POLE,0.934,PMC9854651,pmcid
CDK2,MCM7,0.935,PMC9854651,pmcid
CDK2,ORC5,0.942,PMC9854651,pmcid
CDK2,TERT,0.947,PMC9854651,pmcid
CDK2,MYC,0.948,PMC9854651,pmcid
CDK2,PRIM1,0.954,PMC9854651,pmcid
CDK2,POLA1,0.971,PMC9854651,pmcid
CDK2,CUL1,0.979,PMC9854651,pmcid
CDK2,MCM3,0.982,PMC9854651,pmcid
CDK2,ORC1,0.984,PMC9854651,pmcid
CDK2,CDT1,0.997,PMC9854651,pmcid
CDK2,PCNA,0.999,PMC9854651,pmcid
CDK2,TP53,0.999,PMC9854651,pmcid
CDK2,SKP2,0.999,PMC9854651,pmcid
CDK4,TSC2,0.749,PMC9854651,pmcid
CDK4,SKP1,0.821,PMC9854651,pmcid
CDK4,MLH1,0.823,PMC9854651,pmcid
CDK4,KRAS,0.842,PMC9854651,pmcid
CDK4,CDK7,0.955,PMC9854651,pmcid
CDK4,TERT,0.704,PMC9854651,pmcid
CDK4,CTNNB1,0.707,PMC9854651,pmcid
CDK4,JUN,0.708,PMC9854651,pmcid
CDK4,MCM3,0.711,PMC9854651,pmcid
CDK4,FLNA,0.726,PMC9854651,pmcid
CDK4,MCM7,0.75,PMC9854651,pmcid
CDK4,CDT1,0.767,PMC9854651,pmcid
CDK4,H2AFX,0.783,PMC9854651,pmcid
CDK4,RPA2,0.791,PMC9854651,pmcid
CDK4,CUL1,0.797,PMC9854651,pmcid
CDK4,MDM2,0.816,PMC9854651,pmcid
CDK4,TOP3A,0.818,PMC9854651,pmcid
CDK4,PTEN,0.828,PMC9854651,pmcid
CDK4,SMARCA4,0.849,PMC9854651,pmcid
CDK4,MCM2,0.889,PMC9854651,pmcid
CDK4,RAD51,0.895,PMC9854651,pmcid
CDK4,SKP2,0.923,PMC9854651,pmcid
CDK4,MNAT1,0.925,PMC9854651,pmcid
CDK4,JAK2,0.926,PMC9854651,pmcid
CDK4,MYC,0.927,PMC9854651,pmcid
CDK4,TP53,0.936,PMC9854651,pmcid
CDK4,CDK6,0.942,PMC9854651,pmcid
CDK4,HRAS,0.964,PMC9854651,pmcid
CDK4,HSP90AA1,0.999,PMC9854651,pmcid
CDK4,PCNA,0.999,PMC9854651,pmcid
CDK4,CDKN2A,0.999,PMC9854651,pmcid
CDK5RAP2,PCNT,0.999,PMC9854651,pmcid
CDK6,SKP1,0.822,PMC9854651,pmcid
CDK6,CDK7,0.955,PMC9854651,pmcid
CDK6,MNAT1,0.925,PMC9854651,pmcid
CDK6,MCM2,0.865,PMC9854651,pmcid
CDK6,PTEN,0.741,PMC9854651,pmcid
CDK6,MYC,0.786,PMC9854651,pmcid
CDK6,MCM10,0.787,PMC9854651,pmcid
CDK6,CUL1,0.788,PMC9854651,pmcid
CDK6,CTNNB1,0.841,PMC9854651,pmcid
CDK6,JUN,0.855,PMC9854651,pmcid
CDK6,TP53,0.856,PMC9854651,pmcid
CDK6,SKP2,0.878,PMC9854651,pmcid
CDK6,HSP90AA1,0.892,PMC9854651,pmcid
CDK6,JAK2,0.924,PMC9854651,pmcid
CDK6,PCNA,0.989,PMC9854651,pmcid
CDK6,CDKN2A,0.999,PMC9854651,pmcid
CDK7,ERCC1,0.796,PMC9854651,pmcid
CDK7,UVSSA,0.702,PMC9854651,pmcid
CDK7,ERCC4,0.707,PMC9854651,pmcid
CDK7,EP300,0.718,PMC9854651,pmcid
CDK7,CETN2,0.725,PMC9854651,pmcid
CDK7,DDB2,0.727,PMC9854651,pmcid
CDK7,DDB1,0.766,PMC9854651,pmcid
CDK7,RAD23B,0.811,PMC9854651,pmcid
CDK7,XPA,0.842,PMC9854651,pmcid
CDK7,TP53,0.869,PMC9854651,pmcid
CDK7,RPA2,0.877,PMC9854651,pmcid
CDK7,ERCC5,0.931,PMC9854651,pmcid
CDK7,GTF2B,0.989,PMC9854651,pmcid
CDK7,GTF2E2,0.994,PMC9854651,pmcid
CDK7,GTF2E1,0.995,PMC9854651,pmcid
CDK7,GTF2H5,0.997,PMC9854651,pmcid
CDK7,GTF2H4,0.998,PMC9854651,pmcid
CDK7,GTF2H3,0.999,PMC9854651,pmcid
CDK7,GTF2H2,0.999,PMC9854651,pmcid
CDK7,MNAT1,0.999,PMC9854651,pmcid
CDK7,GTF2H1,0.999,PMC9854651,pmcid
CDK7,ERCC2,0.999,PMC9854651,pmcid
CDK7,ERCC3,0.999,PMC9854651,pmcid
CDKN2A,MCM5,0.781,PMC9854651,pmcid
CDKN2A,MLH1,0.81,PMC9854651,pmcid
CDKN2A,KRAS,0.965,PMC9854651,pmcid
CDKN2A,VHL,0.728,PMC9854651,pmcid
CDKN2A,MDM2,0.999,PMC9854651,pmcid
CDKN2A,PIK3CA,0.977,PMC9854651,pmcid
CDKN2A,TP63,0.962,PMC9854651,pmcid
CDKN2A,MCM2,0.778,PMC9854651,pmcid
CDKN2A,TP53,0.999,PMC9854651,pmcid
CDKN2A,EGFR,0.805,PMC9854651,pmcid
CDKN2A,WRN,0.957,PMC9854651,pmcid
CDKN2A,TERT,0.779,PMC9854651,pmcid
CDKN2A,STK11,0.743,PMC9854651,pmcid
CDKN2A,HSP90AA1,0.71,PMC9854651,pmcid
CDKN2A,KAT5,0.913,PMC9854651,pmcid
CDKN2A,USP7,0.785,PMC9854651,pmcid
CDKN2A,CTNNB1,0.893,PMC9854651,pmcid
CDKN2A,NF1,0.722,PMC9854651,pmcid
CDKN2A,NRAS,0.937,PMC9854651,pmcid
CDKN2A,PTEN,0.834,PMC9854651,pmcid
CDKN2A,MTAP,0.791,PMC9854651,pmcid
CDKN2A,CHEK2,0.729,PMC9854651,pmcid
CDKN2A,TNFSF11,0.735,PMC9854651,pmcid
CDKN2A,RELA,0.752,PMC9854651,pmcid
CDKN2A,SMARCA4,0.871,PMC9854651,pmcid
CDKN2A,HRAS,0.973,PMC9854651,pmcid
CDKN2A,MCM10,0.823,PMC9854651,pmcid
CDKN2A,IKBKG,0.909,PMC9854651,pmcid
CDKN2A,PIK3R1,0.948,PMC9854651,pmcid
CDKN2A,MYC,0.999,PMC9854651,pmcid
CDT1,MCM5,0.999,PMC9854651,pmcid
CDT1,ORC6,0.999,PMC9854651,pmcid
CDT1,KITLG,0.902,PMC9854651,pmcid
CDT1,ORC2,0.992,PMC9854651,pmcid
CDT1,NEDD8,0.762,PMC9854651,pmcid
CDT1,GINS2,0.905,PMC9854651,pmcid
CDT1,ORC3,0.985,PMC9854651,pmcid
CDT1,MCM4,0.999,PMC9854651,pmcid
CDT1,MCM6,0.999,PMC9854651,pmcid
CDT1,MCM2,0.999,PMC9854651,pmcid
CDT1,SKP2,0.998,PMC9854651,pmcid
CDT1,GINS4,0.863,PMC9854651,pmcid
CDT1,ORC5,0.986,PMC9854651,pmcid
CDT1,POLA1,0.725,PMC9854651,pmcid
CDT1,EXO1,0.777,PMC9854651,pmcid
CDT1,CHEK2,0.8,PMC9854651,pmcid
CDT1,RECQL4,0.809,PMC9854651,pmcid
CDT1,MYC,0.818,PMC9854651,pmcid
CDT1,WDHD1,0.82,PMC9854651,pmcid
CDT1,CUL4B,0.897,PMC9854651,pmcid
CDT1,CUL1,0.909,PMC9854651,pmcid
CDT1,DDB1,0.954,PMC9854651,pmcid
CDT1,CUL4A,0.959,PMC9854651,pmcid
CDT1,ORC4,0.99,PMC9854651,pmcid
CDT1,MCM10,0.994,PMC9854651,pmcid
CDT1,PCNA,0.995,PMC9854651,pmcid
CDT1,MCM3,0.999,PMC9854651,pmcid
CDT1,MCM7,0.999,PMC9854651,pmcid
CDT1,ORC1,0.999,PMC9854651,pmcid
CETN2,ERCC1,0.957,PMC9854651,pmcid
CETN2,MSH2,0.911,PMC9854651,pmcid
CETN2,MSH6,0.914,PMC9854651,pmcid
CETN2,DDB2,0.877,PMC9854651,pmcid
CETN2,GTF2H4,0.776,PMC9854651,pmcid
CETN2,MSH3,0.778,PMC9854651,pmcid
CETN2,GTF2H1,0.783,PMC9854651,pmcid
CETN2,XPC,0.999,PMC9854651,pmcid
CETN2,ERCC3,0.763,PMC9854651,pmcid
CETN2,DDB1,0.91,PMC9854651,pmcid
CETN2,ERCC4,0.932,PMC9854651,pmcid
CETN2,RUVBL1,0.92,PMC9854651,pmcid
CETN2,GTF2H2,0.786,PMC9854651,pmcid
CETN2,ERCC5,0.941,PMC9854651,pmcid
CETN2,RAD23B,0.999,PMC9854651,pmcid
CETN2,XRCC6,0.92,PMC9854651,pmcid
CETN2,PCNT,0.725,PMC9854651,pmcid
CETN2,CUL4A,0.728,PMC9854651,pmcid
CETN2,ERCC2,0.73,PMC9854651,pmcid
CETN2,GTF2H5,0.742,PMC9854651,pmcid
CETN2,GTF2H3,0.772,PMC9854651,pmcid
CETN2,RPA2,0.816,PMC9854651,pmcid
CETN2,XPA,0.927,PMC9854651,pmcid
CHEK2,MAPK1,0.742,PMC9854651,pmcid
CHEK2,MCM5,0.935,PMC9854651,pmcid
CHEK2,OBFC1,0.728,PMC9854651,pmcid
CHEK2,MLH1,0.763,PMC9854651,pmcid
CHEK2,MSH2,0.987,PMC9854651,pmcid
CHEK2,MSH6,0.817,PMC9854651,pmcid
CHEK2,MDM2,0.997,PMC9854651,pmcid
CHEK2,PALB2,0.868,PMC9854651,pmcid
CHEK2,MCM4,0.955,PMC9854651,pmcid
CHEK2,PIAS4,0.715,PMC9854651,pmcid
CHEK2,MCM6,0.751,PMC9854651,pmcid
CHEK2,MCM2,0.916,PMC9854651,pmcid
CHEK2,NBN,0.988,PMC9854651,pmcid
CHEK2,POLA2,0.802,PMC9854651,pmcid
CHEK2,PMS2,0.712,PMC9854651,pmcid
CHEK2,FANCM,0.827,PMC9854651,pmcid
CHEK2,TP53,0.998,PMC9854651,pmcid
CHEK2,FANCD2,0.802,PMC9854651,pmcid
CHEK2,WRN,0.874,PMC9854651,pmcid
CHEK2,MCM7,0.823,PMC9854651,pmcid
CHEK2,ERCC4,0.751,PMC9854651,pmcid
CHEK2,FANCI,0.743,PMC9854651,pmcid
CHEK2,POLE,0.84,PMC9854651,pmcid
CHEK2,MRE11A,0.983,PMC9854651,pmcid
CHEK2,KAT5,0.822,PMC9854651,pmcid
CHEK2,RAD52,0.891,PMC9854651,pmcid
CHEK2,XRCC6,0.9,PMC9854651,pmcid
CHEK2,WDHD1,0.758,PMC9854651,pmcid
CHEK2,EXO1,0.934,PMC9854651,pmcid
CHEK2,PTEN,0.743,PMC9854651,pmcid
CHEK2,RPA2,0.846,PMC9854651,pmcid
CHEK2,MDC1,0.996,PMC9854651,pmcid
CHEK2,RAD50,0.967,PMC9854651,pmcid
CHEK2,POLA1,0.883,PMC9854651,pmcid
CHEK2,TP53BP1,0.998,PMC9854651,pmcid
CHEK2,MCM10,0.771,PMC9854651,pmcid
CHEK2,MCM3,0.783,PMC9854651,pmcid
CHEK2,TOP3A,0.785,PMC9854651,pmcid
CHEK2,RECQL4,0.793,PMC9854651,pmcid
CHEK2,RAD51,0.972,PMC9854651,pmcid
CHEK2,H2AFX,0.985,PMC9854651,pmcid
CHUK,TNFRSF1A,0.997,PMC9854651,pmcid
CHUK,NFKBIA,0.999,PMC9854651,pmcid
CHUK,NFKB1,0.999,PMC9854651,pmcid
CHUK,SKP1,0.734,PMC9854651,pmcid
CHUK,TICAM1,0.776,PMC9854651,pmcid
CHUK,UBE2M,0.909,PMC9854651,pmcid
CHUK,RIPK1,0.965,PMC9854651,pmcid
CHUK,PEBP1,0.989,PMC9854651,pmcid
CHUK,CREBBP,0.939,PMC9854651,pmcid
CHUK,TP53,0.887,PMC9854651,pmcid
CHUK,REL,0.983,PMC9854651,pmcid
CHUK,TLR3,0.845,PMC9854651,pmcid
CHUK,FADD,0.976,PMC9854651,pmcid
CHUK,IRS1,0.929,PMC9854651,pmcid
CHUK,CUL1,0.804,PMC9854651,pmcid
CHUK,HSP90AA1,0.996,PMC9854651,pmcid
CHUK,CTNNB1,0.773,PMC9854651,pmcid
CHUK,FAS,0.927,PMC9854651,pmcid
CHUK,MTOR,0.958,PMC9854651,pmcid
CHUK,FASLG,0.931,PMC9854651,pmcid
CHUK,FLNA,0.911,PMC9854651,pmcid
CHUK,IRAK1,0.969,PMC9854651,pmcid
CHUK,MYC,0.711,PMC9854651,pmcid
CHUK,JUN,0.74,PMC9854651,pmcid
CHUK,UBE2D1,0.753,PMC9854651,pmcid
CHUK,TANK,0.799,PMC9854651,pmcid
CHUK,XIAP,0.837,PMC9854651,pmcid
CHUK,PTEN,0.932,PMC9854651,pmcid
CHUK,TLR4,0.966,PMC9854651,pmcid
CHUK,CYLD,0.966,PMC9854651,pmcid
CHUK,IKBKB,0.992,PMC9854651,pmcid
CHUK,TRAF6,0.997,PMC9854651,pmcid
CHUK,RELA,0.998,PMC9854651,pmcid
CHUK,IKBKG,0.999,PMC9854651,pmcid
CNOT1,TP53,0.735,PMC9854651,pmcid
CNOT1,PATL1,0.905,PMC9854651,pmcid
CNOT1,PABPC1,0.975,PMC9854651,pmcid
CNOT1,EDC3,0.84,PMC9854651,pmcid
CNOT1,DCP1A,0.773,PMC9854651,pmcid
CNOT1,LSM14A,0.821,PMC9854651,pmcid
CNOT1,DCP2,0.855,PMC9854651,pmcid
CNOT1,EIF4E,0.958,PMC9854651,pmcid
CNOT1,DDX6,0.999,PMC9854651,pmcid
CREBBP,RBX1,0.761,PMC9854651,pmcid
CREBBP,NFKBIA,0.966,PMC9854651,pmcid
CREBBP,NFKB1,0.969,PMC9854651,pmcid
CREBBP,SKP1,0.745,PMC9854651,pmcid
CREBBP,EGR2,0.842,PMC9854651,pmcid
CREBBP,MDM2,0.997,PMC9854651,pmcid
CREBBP,REL,0.7,PMC9854651,pmcid
CREBBP,H2AFX,0.703,PMC9854651,pmcid
CREBBP,XRCC6,0.717,PMC9854651,pmcid
CREBBP,CUL1,0.776,PMC9854651,pmcid
CREBBP,FBXW7,0.79,PMC9854651,pmcid
CREBBP,KAT5,0.834,PMC9854651,pmcid
CREBBP,IKBKB,0.851,PMC9854651,pmcid
CREBBP,GTF2E1,0.915,PMC9854651,pmcid
CREBBP,SKP2,0.925,PMC9854651,pmcid
CREBBP,IRF4,0.927,PMC9854651,pmcid
CREBBP,GRIP1,0.929,PMC9854651,pmcid
CREBBP,VEGFA,0.95,PMC9854651,pmcid
CREBBP,STAT4,0.956,PMC9854651,pmcid
CREBBP,UBE2D1,0.968,PMC9854651,pmcid
CREBBP,SMARCA4,0.988,PMC9854651,pmcid
CREBBP,MYC,0.991,PMC9854651,pmcid
CREBBP,KMT2A,0.992,PMC9854651,pmcid
CREBBP,GTF2B,0.996,PMC9854651,pmcid
CREBBP,EP300,0.996,PMC9854651,pmcid
CREBBP,JUN,0.998,PMC9854651,pmcid
CREBBP,IRF3,0.999,PMC9854651,pmcid
CREBBP,TP53,0.999,PMC9854651,pmcid
CREBBP,CTNNB1,0.999,PMC9854651,pmcid
CREBBP,RELA,0.999,PMC9854651,pmcid
CTC1,OBFC1,0.999,PMC9854651,pmcid
CTC1,TERF2,0.94,PMC9854651,pmcid
CTC1,POLA2,0.745,PMC9854651,pmcid
CTC1,TINF2,0.958,PMC9854651,pmcid
CTC1,NHP2,0.908,PMC9854651,pmcid
CTC1,TERF1,0.922,PMC9854651,pmcid
CTC1,TERF2IP,0.828,PMC9854651,pmcid
CTC1,TERT,0.876,PMC9854651,pmcid
CTC1,WRAP53,0.775,PMC9854651,pmcid
CTC1,DKC1,0.789,PMC9854651,pmcid
CTC1,XRCC6,0.805,PMC9854651,pmcid
CTC1,RTEL1,0.896,PMC9854651,pmcid
CTC1,NOP10,0.908,PMC9854651,pmcid
CTC1,POT1,0.943,PMC9854651,pmcid
CTC1,TEN1,0.999,PMC9854651,pmcid
CTLA4,GZMB,0.839,PMC9854651,pmcid
CTLA4,IL2,0.918,PMC9854651,pmcid
CTLA4,IL15,0.778,PMC9854651,pmcid
CTLA4,FASLG,0.701,PMC9854651,pmcid
CTLA4,PTPN22,0.767,PMC9854651,pmcid
CTLA4,IL2RA,0.775,PMC9854651,pmcid
CTLA4,FAS,0.797,PMC9854651,pmcid
CTLA4,PIK3R1,0.805,PMC9854651,pmcid
CTLA4,PRF1,0.825,PMC9854651,pmcid
CTLA4,PTPRC,0.828,PMC9854651,pmcid
CTLA4,IL17A,0.861,PMC9854651,pmcid
CTLA4,PDCD1,0.899,PMC9854651,pmcid
CTLA4,FLNA,0.932,PMC9854651,pmcid
CTLA4,GRB2,0.988,PMC9854651,pmcid
CTLA4,LCK,0.997,PMC9854651,pmcid
CTLA4,PTPN11,0.999,PMC9854651,pmcid
CTNNB1,RBX1,0.806,PMC9854651,pmcid
CTNNB1,NFKB1,0.932,PMC9854651,pmcid
CTNNB1,SKP1,0.999,PMC9854651,pmcid
CTNNB1,KRAS,0.854,PMC9854651,pmcid
CTNNB1,SLC9A3R1,0.983,PMC9854651,pmcid
CTNNB1,EP300,0.999,PMC9854651,pmcid
CTNNB1,KDR,0.998,PMC9854651,pmcid
CTNNB1,PIK3CA,0.975,PMC9854651,pmcid
CTNNB1,FGF2,0.779,PMC9854651,pmcid
CTNNB1,IGF1R,0.989,PMC9854651,pmcid
CTNNB1,TP53,0.863,PMC9854651,pmcid
CTNNB1,SKP2,0.769,PMC9854651,pmcid
CTNNB1,EGFR,0.999,PMC9854651,pmcid
CTNNB1,NTRK2,0.951,PMC9854651,pmcid
CTNNB1,FBXW7,0.765,PMC9854651,pmcid
CTNNB1,FLT1,0.838,PMC9854651,pmcid
CTNNB1,WIF1,0.785,PMC9854651,pmcid
CTNNB1,NCSTN,0.942,PMC9854651,pmcid
CTNNB1,MITF,0.89,PMC9854651,pmcid
CTNNB1,GRIA2,0.922,PMC9854651,pmcid
CTNNB1,MAP2K1,0.723,PMC9854651,pmcid
CTNNB1,IRS1,0.969,PMC9854651,pmcid
CTNNB1,TERT,0.997,PMC9854651,pmcid
CTNNB1,PRKACA,0.828,PMC9854651,pmcid
CTNNB1,TBX5,0.991,PMC9854651,pmcid
CTNNB1,USP9X,0.961,PMC9854651,pmcid
CTNNB1,RUVBL1,0.999,PMC9854651,pmcid
CTNNB1,PSEN1,0.999,PMC9854651,pmcid
CTNNB1,CUL1,0.976,PMC9854651,pmcid
CTNNB1,MEN1,0.972,PMC9854651,pmcid
CTNNB1,KAT5,0.951,PMC9854651,pmcid
CTNNB1,PTPN11,0.995,PMC9854651,pmcid
CTNNB1,USP7,0.791,PMC9854651,pmcid
CTNNB1,NRAS,0.702,PMC9854651,pmcid
CTNNB1,FANCA,0.706,PMC9854651,pmcid
CTNNB1,TNFSF11,0.756,PMC9854651,pmcid
CTNNB1,PTPRC,0.776,PMC9854651,pmcid
CTNNB1,PSEN2,0.799,PMC9854651,pmcid
CTNNB1,SOX10,0.832,PMC9854651,pmcid
CTNNB1,HRAS,0.854,PMC9854651,pmcid
CTNNB1,SNAI2,0.857,PMC9854651,pmcid
CTNNB1,IKBKB,0.886,PMC9854651,pmcid
CTNNB1,PSENEN,0.918,PMC9854651,pmcid
CTNNB1,RELA,0.922,PMC9854651,pmcid
CTNNB1,RAP1A,0.93,PMC9854651,pmcid
CTNNB1,H2AFX,0.931,PMC9854651,pmcid
CTNNB1,VEGFA,0.975,PMC9854651,pmcid
CTNNB1,PTEN,0.975,PMC9854651,pmcid
CTNNB1,IRF3,0.986,PMC9854651,pmcid
CTNNB1,PTPN1,0.988,PMC9854651,pmcid
CTNNB1,NR5A1,0.991,PMC9854651,pmcid
CTNNB1,PIK3R1,0.993,PMC9854651,pmcid
CTNNB1,MYC,0.994,PMC9854651,pmcid
CTNNB1,PECAM1,0.998,PMC9854651,pmcid
CTNNB1,JUN,0.999,PMC9854651,pmcid
CTNNB1,YWHAZ,0.999,PMC9854651,pmcid
CTNNB1,SMARCA4,0.999,PMC9854651,pmcid
CUL1,RBX1,0.999,PMC9854651,pmcid
CUL1,NFKBIA,0.977,PMC9854651,pmcid
CUL1,NFKB1,0.706,PMC9854651,pmcid
CUL1,KITLG,0.751,PMC9854651,pmcid
CUL1,SKP1,0.999,PMC9854651,pmcid
CUL1,NEDD8,0.999,PMC9854651,pmcid
CUL1,UBE2M,0.999,PMC9854651,pmcid
CUL1,MDM2,0.719,PMC9854651,pmcid
CUL1,TCEB2,0.836,PMC9854651,pmcid
CUL1,EP300,0.767,PMC9854651,pmcid
CUL1,CUL3,0.881,PMC9854651,pmcid
CUL1,TP53,0.791,PMC9854651,pmcid
CUL1,SKP2,0.999,PMC9854651,pmcid
CUL1,FBXW7,0.999,PMC9854651,pmcid
CUL1,DDB1,0.954,PMC9854651,pmcid
CUL1,RUVBL1,0.743,PMC9854651,pmcid
CUL1,MCL1,0.705,PMC9854651,pmcid
CUL1,RELA,0.722,PMC9854651,pmcid
CUL1,USP7,0.749,PMC9854651,pmcid
CUL1,IKBKG,0.82,PMC9854651,pmcid
CUL1,IKBKB,0.829,PMC9854651,pmcid
CUL1,MYC,0.92,PMC9854651,pmcid
CUL1,TCEB1,0.924,PMC9854651,pmcid
CUL1,ORC1,0.936,PMC9854651,pmcid
CUL1,UBE2D1,0.956,PMC9854651,pmcid
CUL2,RBX1,0.999,PMC9854651,pmcid
CUL2,SKP1,0.912,PMC9854651,pmcid
CUL2,NEDD8,0.999,PMC9854651,pmcid
CUL2,UBE2M,0.791,PMC9854651,pmcid
CUL2,VHL,0.999,PMC9854651,pmcid
CUL2,TCEB2,0.999,PMC9854651,pmcid
CUL2,SKP2,0.747,PMC9854651,pmcid
CUL2,DDB1,0.888,PMC9854651,pmcid
CUL2,UBE2D3,0.773,PMC9854651,pmcid
CUL2,UBE2D1,0.91,PMC9854651,pmcid
CUL2,RELA,0.814,PMC9854651,pmcid
CUL2,CUL7,0.737,PMC9854651,pmcid
CUL2,TCEB1,0.999,PMC9854651,pmcid
CUL3,KEAP1,0.999,PMC9854651,pmcid
CUL3,RBX1,0.999,PMC9854651,pmcid
CUL3,SKP1,0.936,PMC9854651,pmcid
CUL3,NEDD8,0.999,PMC9854651,pmcid
CUL3,UBE2M,0.975,PMC9854651,pmcid
CUL3,TCEB2,0.728,PMC9854651,pmcid
CUL3,UBE2D1,0.717,PMC9854651,pmcid
CUL3,CUL7,0.736,PMC9854651,pmcid
CUL3,FBXW7,0.749,PMC9854651,pmcid
CUL3,SKP2,0.763,PMC9854651,pmcid
CUL3,SLX4,0.776,PMC9854651,pmcid
CUL3,SPRED1,0.905,PMC9854651,pmcid
CUL3,DDB1,0.915,PMC9854651,pmcid
CUL3,TCEB1,0.92,PMC9854651,pmcid
CUL3,NF1,0.94,PMC9854651,pmcid
CUL3,KAT5,0.942,PMC9854651,pmcid
CUL4A,ERCC1,0.787,PMC9854651,pmcid
CUL4A,RBX1,0.999,PMC9854651,pmcid
CUL4A,POLE2,0.75,PMC9854651,pmcid
CUL4A,SKP1,0.907,PMC9854651,pmcid
CUL4A,NEDD8,0.998,PMC9854651,pmcid
CUL4A,UBE2M,0.898,PMC9854651,pmcid
CUL4A,DDB2,0.999,PMC9854651,pmcid
CUL4A,MDM2,0.792,PMC9854651,pmcid
CUL4A,EP300,0.801,PMC9854651,pmcid
CUL4A,SKP2,0.812,PMC9854651,pmcid
CUL4A,XPC,0.796,PMC9854651,pmcid
CUL4A,DCAF13,0.905,PMC9854651,pmcid
CUL4A,DDB1,0.999,PMC9854651,pmcid
CUL4A,RUVBL1,0.926,PMC9854651,pmcid
CUL4A,USP7,0.797,PMC9854651,pmcid
CUL4A,ERCC5,0.722,PMC9854651,pmcid
CUL4A,RAD23B,0.876,PMC9854651,pmcid
CUL4A,XPA,0.837,PMC9854651,pmcid
CUL4A,CUL7,0.74,PMC9854651,pmcid
CUL4A,TCEB1,0.744,PMC9854651,pmcid
CUL4A,MYC,0.746,PMC9854651,pmcid
CUL4A,UVSSA,0.781,PMC9854651,pmcid
CUL4A,PCNA,0.875,PMC9854651,pmcid
CUL4A,CUL4B,0.976,PMC9854651,pmcid
CUL4B,ERCC1,0.712,PMC9854651,pmcid
CUL4B,RBX1,0.999,PMC9854651,pmcid
CUL4B,POLE2,0.739,PMC9854651,pmcid
CUL4B,SKP1,0.797,PMC9854651,pmcid
CUL4B,NEDD8,0.989,PMC9854651,pmcid
CUL4B,UBE2M,0.887,PMC9854651,pmcid
CUL4B,DDB2,0.997,PMC9854651,pmcid
CUL4B,XPC,0.711,PMC9854651,pmcid
CUL4B,DCAF13,0.955,PMC9854651,pmcid
CUL4B,DDB1,0.999,PMC9854651,pmcid
CUL4B,RUVBL1,0.921,PMC9854651,pmcid
CUL4B,USP7,0.749,PMC9854651,pmcid
CUL4B,RAD23B,0.792,PMC9854651,pmcid
CUL4B,XPA,0.74,PMC9854651,pmcid
CUL4B,PCNA,0.721,PMC9854651,pmcid
CUL4B,UVSSA,0.715,PMC9854651,pmcid
CUL4B,TCEB1,0.714,PMC9854651,pmcid
CUL4B,CUL7,0.781,PMC9854651,pmcid
CUL5,RBX1,0.999,PMC9854651,pmcid
CUL5,SKP1,0.884,PMC9854651,pmcid
CUL5,NEDD8,0.999,PMC9854651,pmcid
CUL5,UBE2M,0.895,PMC9854651,pmcid
CUL5,VHL,0.7,PMC9854651,pmcid
CUL5,TCEB2,0.999,PMC9854651,pmcid
CUL5,SKP2,0.751,PMC9854651,pmcid
CUL5,DDB1,0.901,PMC9854651,pmcid
CUL5,HSP90AA1,0.993,PMC9854651,pmcid
CUL5,TRAF6,0.772,PMC9854651,pmcid
CUL5,CUL7,0.793,PMC9854651,pmcid
CUL5,TCEB1,0.999,PMC9854651,pmcid
CUL7,RBX1,0.999,PMC9854651,pmcid
CUL7,SKP1,0.999,PMC9854651,pmcid
CUL7,NEDD8,0.878,PMC9854651,pmcid
CUL7,TP53,0.997,PMC9854651,pmcid
CUL7,DDB1,0.75,PMC9854651,pmcid
CUL7,IRS1,0.927,PMC9854651,pmcid
CYFIP1,MAPK1,0.907,PMC9854651,pmcid
CYFIP1,FMR1,0.999,PMC9854651,pmcid
CYFIP1,EIF4E,0.998,PMC9854651,pmcid
CYLD,TNFRSF1A,0.998,PMC9854651,pmcid
CYLD,RIPK1,0.997,PMC9854651,pmcid
CYLD,FADD,0.981,PMC9854651,pmcid
CYLD,TBK1,0.92,PMC9854651,pmcid
CYLD,XIAP,0.766,PMC9854651,pmcid
CYLD,IKBKB,0.967,PMC9854651,pmcid
CYLD,TRAF6,0.999,PMC9854651,pmcid
CYLD,IKBKG,0.999,PMC9854651,pmcid
CYP11A1,FDX1,0.999,PMC9854651,pmcid
CYP11A1,POMC,0.71,PMC9854651,pmcid
CYP11A1,MC2R,0.72,PMC9854651,pmcid
CYP11A1,NR5A1,0.867,PMC9854651,pmcid
CYP11A1,STAR,0.976,PMC9854651,pmcid
DCAF13,RBX1,0.931,PMC9854651,pmcid
DCAF13,FBL,0.999,PMC9854651,pmcid
DCAF13,RRP9,0.999,PMC9854651,pmcid
DCAF13,NEDD8,0.704,PMC9854651,pmcid
DCAF13,DDB2,0.924,PMC9854651,pmcid
DCAF13,NOP58,0.999,PMC9854651,pmcid
DCAF13,NHP2,0.817,PMC9854651,pmcid
