gene,species,state
HSD17B8,Ateles_belzebuth,monochromatic
HSD17B8,Cercopithecus_lhoesti,monochromatic
HSD17B8,Presbytis_comata,monochromatic
HSD17B8,Cercopithecus_mona,monochromatic
HSD17B8,Colobus_polykomos,monochromatic
HSD17B8,Ateles_paniscus,monochromatic
HSD17B8,Hylobates_moloch,monochromatic
HSD17B8,Cercopithecus_petaurista,monochromatic
HSD17B8,Pygathrix_cinerea,monochromatic
HSD17B8,Trachypithecus_obscurus,dichromatic
HSD17B8,Trachypithecus_geei,dichromatic
HSD17B8,Cercopithecus_preussi,monochromatic
HSD17B8,Pithecia_pithecia,dichromatic
HSD17B8,Cercopithecus_ascanius,monochromatic
HSD17B8,Callicebus_caligatus,monochromatic
HSD17B8,Cercocebus_atys,monochromatic
HSD17B8,Allenopithecus_nigroviridis,monochromatic
HSD17B8,Cercopithecus_mitis,monochromatic
HSD17B8,Alouatta_palliata,monochromatic
HSD17B8,Trachypithecus_johnii,dichromatic
HSD17B8,Ateles_chamek,monochromatic
HSD17B8,Sapajus_apella,monochromatic
HSD17B8,Papio_anubis,monochromatic
HSD17B8,Hylobates_klossii,monochromatic
HSD17B8,Cercopithecus_nictitans,monochromatic
HSD17B8,Cercopithecus_solatus,monochromatic
HSD17B8,Simias_concolor,monochromatic
HSD17B8,Macaca_fuscata,monochromatic
HSD17B8,Trachypithecus_vetulus,monochromatic
HSD17B8,Symphalangus_syndactylus,monochromatic
HSD17B8,Colobus_angolensis,dichromatic
HSD17B8,Trachypithecus_cristatus,dichromatic
HSD17B8,Macaca_cyclopis,monochromatic
HSD17B8,Lophocebus_aterrimus,monochromatic
HSD17B8,Eulemur_fulvus,monochromatic
HSD17B8,Rhinopithecus_roxellana,monochromatic
HSD17B8,Eulemur_mongoz,dichromatic
HSD17B8,Eulemur_rubriventer,monochromatic
HSD17B8,Macaca_tonkeana,monochromatic
HSD17B8,Cercopithecus_pogonias,monochromatic
HSD17B8,Hapalemur_griseus,monochromatic
HSD17B8,Lemur_catta,monochromatic
HSD17B8,Mandrillus_sphinx,monochromatic
HSD17B8,Papio_cynocephalus,monochromatic
HSD17B8,Erythrocebus_patas,dichromatic
HSD17B8,Saimiri_boliviensis,monochromatic
HSD17B8,Cercopithecus_cephus,monochromatic
HSD17B8,Eulemur_flavifrons,dichromatic
HSD17B8,Macaca_arctoides,dichromatic
HSD17B8,Presbytis_potenziani,monochromatic
HSD17B8,Macaca_thibetana,monochromatic
HSD17B8,Trachypithecus_francoisi,dichromatic
HSD17B8,Saimiri_ustus,monochromatic
HSD17B8,Callicebus_cinerascens,monochromatic
HSD17B8,Cacajao_calvus,monochromatic
HSD17B8,Cercopithecus_diana,monochromatic
HSD17B8,Cercocebus_torquatus,monochromatic
HSD17B8,Nomascus_concolor,dichromatic
HSD17B8,Brachyteles_arachnoides,monochromatic
HSD17B8,Trachypithecus_auratus,dichromatic
HSD17B8,Cebus_olivaceus,monochromatic
HSD17B8,Ateles_marginatus,monochromatic
HSD3B1,Cercopithecus_hamlyni,dichromatic
HSD3B1,Cacajao_melanocephalus,monochromatic
HSD3B1,Cercopithecus_neglectus,monochromatic
HSD3B1,Colobus_guereza,dichromatic
HSD3B1,Macaca_nigra,monochromatic
HSD3B1,Varecia_variegata,monochromatic
HSD3B1,Hylobates_agilis,monochromatic
HSD3B1,Lagothrix_lagotricha,monochromatic
HSD3B1,Pygathrix_nemaeus,monochromatic
HSD3B1,Ateles_geoffroyi,monochromatic
HSD3B1,Papio_papio,monochromatic
HSD3B1,Prolemur_simus,monochromatic
HSD3B1,Chiropotes_chiropotes,monochromatic
HSD3B1,Eulemur_coronatus,monochromatic
HSD3B1,Trachypithecus_pileatus,dichromatic
HSD3B1,Alouatta_seniculus,monochromatic
HSD3B1,Macaca_radiata,monochromatic
HSD3B1,Saimiri_sciureus,monochromatic
HSD3B1,Saimiri_oerstedii,monochromatic
HSD3B1,Cebus_albifrons,monochromatic
HSD3B1,Alouatta_caraya,dichromatic
HSD3B1,Callicebus_brunneus,monochromatic
HSD3B1,Cercopithecus_campbelli,monochromatic
HSD3B1,Callicebus_hoffmannsi,monochromatic
HSD3B1,Papio_ursinus,monochromatic
HSD3B1,Pithecia_albicans,monochromatic
HSD3B1,Presbytis_melalophos,monochromatic
HSD3B1,Eulemur_macaco,dichromatic
HSD3B1,Hylobates_pileatus,dichromatic
HSD3B1,Alouatta_belzebul,monochromatic
HSD3B1,Callicebus_donacophilus,monochromatic
HSD3B1,Ateles_belzebuth,monochromatic
HSD3B1,Cercopithecus_lhoesti,monochromatic
HSD3B1,Cercopithecus_mona,monochromatic
HSD3B1,Colobus_polykomos,monochromatic
HSD3B1,Ateles_paniscus,monochromatic
HSD3B1,Cercopithecus_petaurista,monochromatic
HSD3B1,Pygathrix_cinerea,monochromatic
HSD3B1,Trachypithecus_geei,dichromatic
HSD3B1,Pithecia_pithecia,dichromatic
HSD3B1,Cercopithecus_ascanius,monochromatic
HSD3B1,Callicebus_caligatus,monochromatic
HSD3B1,Allenopithecus_nigroviridis,monochromatic
HSD3B1,Cercopithecus_mitis,monochromatic
HSD3B1,Alouatta_palliata,monochromatic
HSD3B1,Trachypithecus_johnii,dichromatic
HSD3B1,Ateles_chamek,monochromatic
HSD3B1,Hylobates_klossii,monochromatic
HSD3B1,Cercopithecus_nictitans,monochromatic
HSD3B1,Cercopithecus_solatus,monochromatic
HSD3B1,Macaca_fuscata,monochromatic
HSD3B1,Trachypithecus_cristatus,dichromatic
HSD3B1,Macaca_cyclopis,monochromatic
HSD3B1,Lophocebus_aterrimus,monochromatic
HSD3B1,Eulemur_fulvus,monochromatic
HSD3B1,Eulemur_mongoz,dichromatic
HSD3B1,Eulemur_rubriventer,monochromatic
HSD3B1,Macaca_tonkeana,monochromatic
HSD3B1,Cercopithecus_pogonias,monochromatic
HSD3B1,Hapalemur_griseus,monochromatic
HSD3B1,Mandrillus_sphinx,monochromatic
HSD3B1,Papio_cynocephalus,monochromatic
HSD3B1,Erythrocebus_patas,dichromatic
HSD3B1,Saimiri_boliviensis,monochromatic
HSD3B1,Cercopithecus_cephus,monochromatic
HSD3B1,Eulemur_flavifrons,dichromatic
HSD3B1,Macaca_arctoides,dichromatic
HSD3B1,Saimiri_ustus,monochromatic
HSD3B1,Callicebus_cinerascens,monochromatic
HSD3B1,Cacajao_calvus,monochromatic
HSD3B1,Cercopithecus_diana,monochromatic
HSD3B1,Cercocebus_torquatus,monochromatic
HSD3B1,Nomascus_concolor,dichromatic
HSD3B1,Brachyteles_arachnoides,monochromatic
HSD3B1,Trachypithecus_auratus,dichromatic
HSD3B1,Ateles_marginatus,monochromatic
HSD3B2,Cercopithecus_hamlyni,dichromatic
HSD3B2,Cacajao_melanocephalus,monochromatic
HSD3B2,Cercopithecus_neglectus,monochromatic
HSD3B2,Nomascus_leucogenys,dichromatic
HSD3B2,Macaca_nigra,monochromatic
HSD3B2,Varecia_variegata,monochromatic
HSD3B2,Macaca_mulatta,monochromatic
HSD3B2,Lagothrix_lagotricha,monochromatic
HSD3B2,Pygathrix_nemaeus,monochromatic
HSD3B2,Ateles_geoffroyi,monochromatic
HSD3B2,Papio_papio,monochromatic
HSD3B2,Trachypithecus_pileatus,dichromatic
HSD3B2,Macaca_radiata,monochromatic
HSD3B2,Saimiri_sciureus,monochromatic
HSD3B2,Saimiri_oerstedii,monochromatic
HSD3B2,Theropithecus_gelada,monochromatic
HSD3B2,Alouatta_caraya,dichromatic
HSD3B2,Mandrillus_leucophaeus,monochromatic
HSD3B2,Callicebus_brunneus,monochromatic
HSD3B2,Cercopithecus_campbelli,monochromatic
HSD3B2,Callicebus_hoffmannsi,monochromatic
HSD3B2,Papio_ursinus,monochromatic
HSD3B2,Pithecia_albicans,monochromatic
HSD3B2,Hylobates_pileatus,dichromatic
HSD3B2,Alouatta_belzebul,monochromatic
HSD3B2,Callicebus_donacophilus,monochromatic
HSD3B2,Ateles_belzebuth,monochromatic
HSD3B2,Cercopithecus_mona,monochromatic
HSD3B2,Colobus_polykomos,monochromatic
HSD3B2,Ateles_paniscus,monochromatic
HSD3B2,Hylobates_moloch,monochromatic
HSD3B2,Cercopithecus_petaurista,monochromatic
HSD3B2,Pygathrix_cinerea,monochromatic
HSD3B2,Trachypithecus_geei,dichromatic
HSD3B2,Pithecia_pithecia,dichromatic
HSD3B2,Callicebus_caligatus,monochromatic
HSD3B2,Cercocebus_atys,monochromatic
HSD3B2,Allenopithecus_nigroviridis,monochromatic
HSD3B2,Cercopithecus_mitis,monochromatic
HSD3B2,Alouatta_palliata,monochromatic
HSD3B2,Trachypithecus_johnii,dichromatic
HSD3B2,Ateles_chamek,monochromatic
HSD3B2,Papio_anubis,monochromatic
HSD3B2,Cercopithecus_nictitans,monochromatic
HSD3B2,Macaca_fuscata,monochromatic
HSD3B2,Trachypithecus_vetulus,monochromatic
HSD3B2,Macaca_cyclopis,monochromatic
HSD3B2,Lophocebus_aterrimus,monochromatic
HSD3B2,Macaca_tonkeana,monochromatic
HSD3B2,Cercopithecus_pogonias,monochromatic
HSD3B2,Lemur_catta,monochromatic
HSD3B2,Mandrillus_sphinx,monochromatic
HSD3B2,Papio_cynocephalus,monochromatic
HSD3B2,Erythrocebus_patas,dichromatic
HSD3B2,Cercopithecus_cephus,monochromatic
HSD3B2,Macaca_arctoides,dichromatic
HSD3B2,Macaca_thibetana,monochromatic
HSD3B2,Saimiri_ustus,monochromatic
HSD3B2,Callicebus_cinerascens,monochromatic
HSD3B2,Cacajao_calvus,monochromatic
HSD3B2,Cercopithecus_diana,monochromatic
HSD3B2,Cercocebus_torquatus,monochromatic
HSD3B2,Brachyteles_arachnoides,monochromatic
HSD3B2,Trachypithecus_auratus,dichromatic
HSD3B2,Cebus_olivaceus,monochromatic
HSD3B2,Ateles_marginatus,monochromatic
IRF4,Cercopithecus_hamlyni,dichromatic
IRF4,Cacajao_melanocephalus,monochromatic
IRF4,Cercopithecus_neglectus,monochromatic
IRF4,Colobus_guereza,dichromatic
IRF4,Nomascus_leucogenys,dichromatic
IRF4,Macaca_nigra,monochromatic
IRF4,Rhinopithecus_bieti,monochromatic
IRF4,Varecia_variegata,monochromatic
IRF4,Macaca_mulatta,monochromatic
IRF4,Hylobates_agilis,monochromatic
IRF4,Lagothrix_lagotricha,monochromatic
IRF4,Pygathrix_nemaeus,monochromatic
IRF4,Callicebus_moloch,monochromatic
IRF4,Ateles_geoffroyi,monochromatic
IRF4,Papio_papio,monochromatic
IRF4,Prolemur_simus,monochromatic
IRF4,Chiropotes_chiropotes,monochromatic
IRF4,Eulemur_coronatus,monochromatic
IRF4,Trachypithecus_pileatus,dichromatic
IRF4,Alouatta_seniculus,monochromatic
IRF4,Macaca_radiata,monochromatic
IRF4,Saimiri_sciureus,monochromatic
IRF4,Saimiri_oerstedii,monochromatic
IRF4,Theropithecus_gelada,monochromatic
IRF4,Cebus_albifrons,monochromatic
IRF4,Alouatta_caraya,dichromatic
IRF4,Mandrillus_leucophaeus,monochromatic
IRF4,Callicebus_brunneus,monochromatic
IRF4,Nomascus_gabriellae,dichromatic
IRF4,Cercopithecus_campbelli,monochromatic
IRF4,Callicebus_hoffmannsi,monochromatic
IRF4,Papio_ursinus,monochromatic
IRF4,Pithecia_albicans,monochromatic
IRF4,Presbytis_melalophos,monochromatic
IRF4,Eulemur_macaco,dichromatic
IRF4,Hylobates_pileatus,dichromatic
IRF4,Alouatta_belzebul,monochromatic
IRF4,Callicebus_donacophilus,monochromatic
IRF4,Ateles_belzebuth,monochromatic
IRF4,Cercopithecus_lhoesti,monochromatic
IRF4,Presbytis_comata,monochromatic
IRF4,Cercopithecus_mona,monochromatic
IRF4,Colobus_polykomos,monochromatic
IRF4,Ateles_paniscus,monochromatic
IRF4,Hylobates_moloch,monochromatic
IRF4,Cercopithecus_petaurista,monochromatic
IRF4,Pygathrix_cinerea,monochromatic
IRF4,Trachypithecus_obscurus,dichromatic
IRF4,Trachypithecus_geei,dichromatic
IRF4,Cercopithecus_preussi,monochromatic
IRF4,Pithecia_pithecia,dichromatic
IRF4,Cercopithecus_ascanius,monochromatic
IRF4,Callicebus_caligatus,monochromatic
IRF4,Cercocebus_atys,monochromatic
IRF4,Allenopithecus_nigroviridis,monochromatic
IRF4,Cercopithecus_mitis,monochromatic
IRF4,Alouatta_palliata,monochromatic
IRF4,Trachypithecus_johnii,dichromatic
IRF4,Ateles_chamek,monochromatic
IRF4,Sapajus_apella,monochromatic
IRF4,Papio_anubis,monochromatic
IRF4,Hylobates_klossii,monochromatic
IRF4,Cercopithecus_nictitans,monochromatic
IRF4,Cercopithecus_solatus,monochromatic
IRF4,Simias_concolor,monochromatic
IRF4,Macaca_fuscata,monochromatic
IRF4,Trachypithecus_vetulus,monochromatic
IRF4,Colobus_angolensis,dichromatic
IRF4,Trachypithecus_cristatus,dichromatic
IRF4,Macaca_cyclopis,monochromatic
IRF4,Lophocebus_aterrimus,monochromatic
IRF4,Eulemur_fulvus,monochromatic
IRF4,Rhinopithecus_roxellana,monochromatic
IRF4,Eulemur_mongoz,dichromatic
IRF4,Eulemur_rubriventer,monochromatic
IRF4,Macaca_tonkeana,monochromatic
IRF4,Cercopithecus_pogonias,monochromatic
IRF4,Hapalemur_griseus,monochromatic
IRF4,Lemur_catta,monochromatic
IRF4,Mandrillus_sphinx,monochromatic
IRF4,Papio_cynocephalus,monochromatic
IRF4,Erythrocebus_patas,dichromatic
IRF4,Saimiri_boliviensis,monochromatic
IRF4,Cercopithecus_cephus,monochromatic
IRF4,Eulemur_flavifrons,dichromatic
IRF4,Macaca_arctoides,dichromatic
IRF4,Presbytis_potenziani,monochromatic
IRF4,Macaca_thibetana,monochromatic
IRF4,Trachypithecus_francoisi,dichromatic
IRF4,Saimiri_ustus,monochromatic
IRF4,Callicebus_cinerascens,monochromatic
IRF4,Cacajao_calvus,monochromatic
IRF4,Cercopithecus_diana,monochromatic
IRF4,Cercocebus_torquatus,monochromatic
IRF4,Nomascus_concolor,dichromatic
IRF4,Brachyteles_arachnoides,monochromatic
IRF4,Trachypithecus_auratus,dichromatic
IRF4,Cebus_olivaceus,monochromatic
IRF4,Ateles_marginatus,monochromatic
KISS1,Cercopithecus_hamlyni,dichromatic
KISS1,Cercopithecus_neglectus,monochromatic
KISS1,Colobus_guereza,dichromatic
KISS1,Nomascus_leucogenys,dichromatic
KISS1,Macaca_nigra,monochromatic
KISS1,Rhinopithecus_bieti,monochromatic
KISS1,Varecia_variegata,monochromatic
KISS1,Macaca_mulatta,monochromatic
KISS1,Hylobates_agilis,monochromatic
KISS1,Pygathrix_nemaeus,monochromatic
KISS1,Papio_papio,monochromatic
KISS1,Prolemur_simus,monochromatic
KISS1,Eulemur_coronatus,monochromatic
KISS1,Trachypithecus_pileatus,dichromatic
KISS1,Macaca_radiata,monochromatic
KISS1,Theropithecus_gelada,monochromatic
KISS1,Mandrillus_leucophaeus,monochromatic
KISS1,Nomascus_gabriellae,dichromatic
KISS1,Cercopithecus_campbelli,monochromatic
KISS1,Papio_ursinus,monochromatic
KISS1,Presbytis_melalophos,monochromatic
KISS1,Eulemur_macaco,dichromatic
KISS1,Hylobates_pileatus,dichromatic
KISS1,Cercopithecus_lhoesti,monochromatic
KISS1,Presbytis_comata,monochromatic
KISS1,Cercopithecus_mona,monochromatic
KISS1,Colobus_polykomos,monochromatic
KISS1,Hylobates_moloch,monochromatic
KISS1,Cercopithecus_petaurista,monochromatic
KISS1,Pygathrix_cinerea,monochromatic
KISS1,Trachypithecus_obscurus,dichromatic
KISS1,Trachypithecus_geei,dichromatic
KISS1,Cercopithecus_preussi,monochromatic
KISS1,Cercopithecus_ascanius,monochromatic
KISS1,Allenopithecus_nigroviridis,monochromatic
KISS1,Cercopithecus_mitis,monochromatic
KISS1,Trachypithecus_johnii,dichromatic
KISS1,Papio_anubis,monochromatic
KISS1,Hylobates_klossii,monochromatic
KISS1,Cercopithecus_nictitans,monochromatic
KISS1,Cercopithecus_solatus,monochromatic
KISS1,Simias_concolor,monochromatic
KISS1,Macaca_fuscata,monochromatic
KISS1,Trachypithecus_vetulus,monochromatic
KISS1,Colobus_angolensis,dichromatic
KISS1,Trachypithecus_cristatus,dichromatic
KISS1,Macaca_cyclopis,monochromatic
KISS1,Lophocebus_aterrimus,monochromatic
KISS1,Eulemur_fulvus,monochromatic
KISS1,Rhinopithecus_roxellana,monochromatic
KISS1,Eulemur_mongoz,dichromatic
KISS1,Eulemur_rubriventer,monochromatic
KISS1,Macaca_tonkeana,monochromatic
KISS1,Cercopithecus_pogonias,monochromatic
KISS1,Hapalemur_griseus,monochromatic
KISS1,Lemur_catta,monochromatic
KISS1,Mandrillus_sphinx,monochromatic
KISS1,Papio_cynocephalus,monochromatic
KISS1,Erythrocebus_patas,dichromatic
KISS1,Cercopithecus_cephus,monochromatic
KISS1,Eulemur_flavifrons,dichromatic
KISS1,Macaca_arctoides,dichromatic
KISS1,Presbytis_potenziani,monochromatic
KISS1,Macaca_thibetana,monochromatic
KISS1,Trachypithecus_francoisi,dichromatic
KISS1,Cercopithecus_diana,monochromatic
KISS1,Cercocebus_torquatus,monochromatic
KISS1,Nomascus_concolor,dichromatic
KISS1,Trachypithecus_auratus,dichromatic
KISS1R,Cercopithecus_hamlyni,dichromatic
KISS1R,Cacajao_melanocephalus,monochromatic
KISS1R,Cercopithecus_neglectus,monochromatic
KISS1R,Colobus_guereza,dichromatic
KISS1R,Nomascus_leucogenys,dichromatic
KISS1R,Macaca_nigra,monochromatic
KISS1R,Rhinopithecus_bieti,monochromatic
KISS1R,Varecia_variegata,monochromatic
KISS1R,Macaca_mulatta,monochromatic
KISS1R,Hylobates_agilis,monochromatic
KISS1R,Lagothrix_lagotricha,monochromatic
KISS1R,Pygathrix_nemaeus,monochromatic
KISS1R,Ateles_geoffroyi,monochromatic
KISS1R,Papio_papio,monochromatic
KISS1R,Prolemur_simus,monochromatic
KISS1R,Chiropotes_chiropotes,monochromatic
KISS1R,Eulemur_coronatus,monochromatic
KISS1R,Trachypithecus_pileatus,dichromatic
KISS1R,Alouatta_seniculus,monochromatic
KISS1R,Macaca_radiata,monochromatic
KISS1R,Saimiri_sciureus,monochromatic
KISS1R,Saimiri_oerstedii,monochromatic
KISS1R,Theropithecus_gelada,monochromatic
KISS1R,Cebus_albifrons,monochromatic
KISS1R,Alouatta_caraya,dichromatic
KISS1R,Nomascus_gabriellae,dichromatic
KISS1R,Cercopithecus_campbelli,monochromatic
KISS1R,Papio_ursinus,monochromatic
KISS1R,Pithecia_albicans,monochromatic
KISS1R,Presbytis_melalophos,monochromatic
KISS1R,Eulemur_macaco,dichromatic
KISS1R,Hylobates_pileatus,dichromatic
KISS1R,Alouatta_belzebul,monochromatic
KISS1R,Ateles_belzebuth,monochromatic
KISS1R,Cercopithecus_lhoesti,monochromatic
KISS1R,Presbytis_comata,monochromatic
KISS1R,Cercopithecus_mona,monochromatic
KISS1R,Colobus_polykomos,monochromatic
KISS1R,Ateles_paniscus,monochromatic
KISS1R,Hylobates_moloch,monochromatic
KISS1R,Cercopithecus_petaurista,monochromatic
KISS1R,Pygathrix_cinerea,monochromatic
KISS1R,Trachypithecus_obscurus,dichromatic
KISS1R,Trachypithecus_geei,dichromatic
KISS1R,Cercopithecus_preussi,monochromatic
KISS1R,Cercopithecus_ascanius,monochromatic
KISS1R,Cercocebus_atys,monochromatic
KISS1R,Allenopithecus_nigroviridis,monochromatic
KISS1R,Cercopithecus_mitis,monochromatic
KISS1R,Alouatta_palliata,monochromatic
KISS1R,Trachypithecus_johnii,dichromatic
KISS1R,Ateles_chamek,monochromatic
KISS1R,Sapajus_apella,monochromatic
KISS1R,Papio_anubis,monochromatic
KISS1R,Hylobates_klossii,monochromatic
KISS1R,Cercopithecus_nictitans,monochromatic
KISS1R,Cercopithecus_solatus,monochromatic
KISS1R,Simias_concolor,monochromatic
KISS1R,Macaca_fuscata,monochromatic
KISS1R,Trachypithecus_vetulus,monochromatic
KISS1R,Symphalangus_syndactylus,monochromatic
KISS1R,Trachypithecus_cristatus,dichromatic
KISS1R,Macaca_cyclopis,monochromatic
KISS1R,Lophocebus_aterrimus,monochromatic
KISS1R,Eulemur_fulvus,monochromatic
KISS1R,Rhinopithecus_roxellana,monochromatic
KISS1R,Eulemur_mongoz,dichromatic
KISS1R,Eulemur_rubriventer,monochromatic
KISS1R,Macaca_tonkeana,monochromatic
KISS1R,Cercopithecus_pogonias,monochromatic
KISS1R,Hapalemur_griseus,monochromatic
KISS1R,Lemur_catta,monochromatic
KISS1R,Mandrillus_sphinx,monochromatic
KISS1R,Papio_cynocephalus,monochromatic
KISS1R,Erythrocebus_patas,dichromatic
KISS1R,Saimiri_boliviensis,monochromatic
KISS1R,Cercopithecus_cephus,monochromatic
KISS1R,Eulemur_flavifrons,dichromatic
KISS1R,Macaca_arctoides,dichromatic
KISS1R,Presbytis_potenziani,monochromatic
KISS1R,Macaca_thibetana,monochromatic
KISS1R,Trachypithecus_francoisi,dichromatic
KISS1R,Saimiri_ustus,monochromatic
KISS1R,Cacajao_calvus,monochromatic
KISS1R,Cercopithecus_diana,monochromatic
KISS1R,Cercocebus_torquatus,monochromatic
KISS1R,Nomascus_concolor,dichromatic
KISS1R,Brachyteles_arachnoides,monochromatic
KISS1R,Trachypithecus_auratus,dichromatic
KISS1R,Cebus_olivaceus,monochromatic
KISS1R,Ateles_marginatus,monochromatic
KIT,Colobus_guereza,dichromatic
KIT,Nomascus_leucogenys,dichromatic
KIT,Rhinopithecus_bieti,monochromatic
KIT,Macaca_mulatta,monochromatic
KIT,Hylobates_agilis,monochromatic
KIT,Theropithecus_gelada,monochromatic
KIT,Mandrillus_leucophaeus,monochromatic
KIT,Nomascus_gabriellae,dichromatic
KIT,Hylobates_pileatus,dichromatic
KIT,Colobus_polykomos,monochromatic
KIT,Hylobates_moloch,monochromatic
KIT,Cercocebus_atys,monochromatic
KIT,Sapajus_apella,monochromatic
KIT,Papio_anubis,monochromatic
KIT,Symphalangus_syndactylus,monochromatic
KIT,Colobus_angolensis,dichromatic
KIT,Rhinopithecus_roxellana,monochromatic
KIT,Lemur_catta,monochromatic
KIT,Saimiri_boliviensis,monochromatic
KIT,Macaca_thibetana,monochromatic
KIT,Trachypithecus_francoisi,dichromatic
KIT,Cebus_olivaceus,monochromatic
KITLG,Cercopithecus_hamlyni,dichromatic
KITLG,Cacajao_melanocephalus,monochromatic
KITLG,Cercopithecus_neglectus,monochromatic
KITLG,Colobus_guereza,dichromatic
KITLG,Nomascus_leucogenys,dichromatic
KITLG,Macaca_nigra,monochromatic
KITLG,Rhinopithecus_bieti,monochromatic
KITLG,Varecia_variegata,monochromatic
KITLG,Macaca_mulatta,monochromatic
KITLG,Hylobates_agilis,monochromatic
KITLG,Lagothrix_lagotricha,monochromatic
KITLG,Pygathrix_nemaeus,monochromatic
KITLG,Callicebus_moloch,monochromatic
KITLG,Ateles_geoffroyi,monochromatic
KITLG,Papio_papio,monochromatic
KITLG,Prolemur_simus,monochromatic
KITLG,Chiropotes_chiropotes,monochromatic
KITLG,Eulemur_coronatus,monochromatic
KITLG,Trachypithecus_pileatus,dichromatic
KITLG,Alouatta_seniculus,monochromatic
KITLG,Macaca_radiata,monochromatic
KITLG,Saimiri_sciureus,monochromatic
KITLG,Saimiri_oerstedii,monochromatic
KITLG,Theropithecus_gelada,monochromatic
KITLG,Cebus_albifrons,monochromatic
KITLG,Alouatta_caraya,dichromatic
KITLG,Mandrillus_leucophaeus,monochromatic
KITLG,Callicebus_brunneus,monochromatic
KITLG,Nomascus_gabriellae,dichromatic
KITLG,Cercopithecus_campbelli,monochromatic
KITLG,Callicebus_hoffmannsi,monochromatic
KITLG,Papio_ursinus,monochromatic
KITLG,Pithecia_albicans,monochromatic
KITLG,Presbytis_melalophos,monochromatic
KITLG,Eulemur_macaco,dichromatic
KITLG,Hylobates_pileatus,dichromatic
KITLG,Alouatta_belzebul,monochromatic
KITLG,Callicebus_donacophilus,monochromatic
KITLG,Ateles_belzebuth,monochromatic
KITLG,Cercopithecus_lhoesti,monochromatic
KITLG,Presbytis_comata,monochromatic
KITLG,Cercopithecus_mona,monochromatic
KITLG,Colobus_polykomos,monochromatic
KITLG,Ateles_paniscus,monochromatic
KITLG,Hylobates_moloch,monochromatic
KITLG,Cercopithecus_petaurista,monochromatic
KITLG,Pygathrix_cinerea,monochromatic
KITLG,Trachypithecus_obscurus,dichromatic
KITLG,Trachypithecus_geei,dichromatic
KITLG,Cercopithecus_preussi,monochromatic
KITLG,Pithecia_pithecia,dichromatic
KITLG,Cercopithecus_ascanius,monochromatic
KITLG,Callicebus_caligatus,monochromatic
KITLG,Cercocebus_atys,monochromatic
KITLG,Allenopithecus_nigroviridis,monochromatic
KITLG,Cercopithecus_mitis,monochromatic
KITLG,Alouatta_palliata,monochromatic
KITLG,Trachypithecus_johnii,dichromatic
KITLG,Ateles_chamek,monochromatic
KITLG,Sapajus_apella,monochromatic
KITLG,Papio_anubis,monochromatic
KITLG,Hylobates_klossii,monochromatic
KITLG,Cercopithecus_nictitans,monochromatic
KITLG,Cercopithecus_solatus,monochromatic
KITLG,Simias_concolor,monochromatic
KITLG,Macaca_fuscata,monochromatic
KITLG,Trachypithecus_vetulus,monochromatic
KITLG,Symphalangus_syndactylus,monochromatic
KITLG,Colobus_angolensis,dichromatic
KITLG,Trachypithecus_cristatus,dichromatic
KITLG,Macaca_cyclopis,monochromatic
KITLG,Lophocebus_aterrimus,monochromatic
KITLG,Eulemur_fulvus,monochromatic
KITLG,Rhinopithecus_roxellana,monochromatic
KITLG,Eulemur_mongoz,dichromatic
KITLG,Eulemur_rubriventer,monochromatic
KITLG,Macaca_tonkeana,monochromatic
KITLG,Cercopithecus_pogonias,monochromatic
KITLG,Hapalemur_griseus,monochromatic
KITLG,Lemur_catta,monochromatic
KITLG,Mandrillus_sphinx,monochromatic
KITLG,Papio_cynocephalus,monochromatic
KITLG,Erythrocebus_patas,dichromatic
KITLG,Saimiri_boliviensis,monochromatic
KITLG,Cercopithecus_cephus,monochromatic
KITLG,Eulemur_flavifrons,dichromatic
KITLG,Macaca_arctoides,dichromatic
KITLG,Presbytis_potenziani,monochromatic
KITLG,Macaca_thibetana,monochromatic
KITLG,Trachypithecus_francoisi,dichromatic
KITLG,Saimiri_ustus,monochromatic
KITLG,Callicebus_cinerascens,monochromatic
KITLG,Cacajao_calvus,monochromatic
KITLG,Cercopithecus_diana,monochromatic
KITLG,Cercocebus_torquatus,monochromatic
KITLG,Nomascus_concolor,dichromatic
KITLG,Brachyteles_arachnoides,monochromatic
KITLG,Trachypithecus_auratus,dichromatic
KITLG,Cebus_olivaceus,monochromatic
KITLG,Ateles_marginatus,monochromatic
LDLR,Cercopithecus_hamlyni,dichromatic
LDLR,Cacajao_melanocephalus,monochromatic
LDLR,Nomascus_leucogenys,dichromatic
LDLR,Macaca_nigra,monochromatic
LDLR,Rhinopithecus_bieti,monochromatic
LDLR,Macaca_mulatta,monochromatic
LDLR,Hylobates_agilis,monochromatic
LDLR,Lagothrix_lagotricha,monochromatic
LDLR,Pygathrix_nemaeus,monochromatic
LDLR,Ateles_geoffroyi,monochromatic
LDLR,Papio_papio,monochromatic
LDLR,Prolemur_simus,monochromatic
LDLR,Eulemur_coronatus,monochromatic
LDLR,Trachypithecus_pileatus,dichromatic
LDLR,Macaca_radiata,monochromatic
LDLR,Saimiri_sciureus,monochromatic
LDLR,Saimiri_oerstedii,monochromatic
LDLR,Theropithecus_gelada,monochromatic
LDLR,Alouatta_caraya,dichromatic
LDLR,Mandrillus_leucophaeus,monochromatic
LDLR,Nomascus_gabriellae,dichromatic
LDLR,Callicebus_hoffmannsi,monochromatic
LDLR,Papio_ursinus,monochromatic
